chart_id,family,seed,opportunity,proposal_id,parent_id,anchor_time,anchor_beat,end_time,end_beat,lane,membership,action,rng_before,rng_after
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",1,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,110,110
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004609-LnInterior-S1-T2382-A2382",be7a802d99d0d18db418d13fb861d8b74e73a3416f8c2edf815158fd0b0b2a1f,O00000001,2382,6,07410000000000060741,3441,8,774550000000000877455,0,NoObservedRelation,ABSTAIN,20,20
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004611-LnInterior-S12-T3529-A3529",53b44d4b67ffd9c94d5cf9b5e0a03f657861b4bbbd933e3b1e2b2f0dbc69ac6a,O00000012,3529,8,998950000000000899895,3794,9,674700000000000967470,6,CandidateNotObserved,ABSTAIN,31,31
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004615-LnInterior-S29-T8029-A8029",c7d9aa3fb9123dfda0d63d1fa9a5e974db3f52f90deee7c0013d6bf2013dd4b5,O00000029,8029,20,473950000000002047395,8294,21,149700000000002114970,2,NoObservedRelation,ABSTAIN,65,65
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004617-LnInterior-S35-T10853-A10853",6464bb8d1186a17d84b928ab64122afc67bcc87fab889483587ec7c35fc23f72,O00000035,10853,27,675150000000002767515,11118,28,350900000000002835090,5,NoObservedRelation,ABSTAIN,84,84
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004619-LnInterior-S46-T12264-A12264",9ceaf1bf0e014f28fb7a15e2f168167cd3f8fe1c9ebaaa7bb5d149253a51925e,O00000046,12264,31,27320000000000312732,14029,35,773950000000003577395,3,NoObservedRelation,ABSTAIN,98,98
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004621-LnInterior-S47-T12264-A12264",008e946149c14672d75cb06665682cd62b2b9f24c8c3535524ddb07bd1a64cfe,O00000047,12264,31,27320000000000312732,12528,31,94640000000000319464,6,NoObservedRelation,ABSTAIN,101,101
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004624-LnInterior-S54-T13411-A13411",8fb79fea2dce3414bfa733d214772febc6e23c7e467b104788edd52d286a9b98,O00000054,13411,34,198050000000003419805,13676,34,873800000000003487380,3,CandidateObservedUnique,ADMIT,118,118
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004625-LnInterior-S54-T13764-A13764",5c67d2e639f56950d6ce28429d4ee71bfe8081e6b8d1f50badab2bdb42b6c712,O00000054,13764,35,09820000000000350982,14735,37,574250000000003757425,0,CandidateNotObserved,ABSTAIN,126,126
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004631-LnInterior-S68-T16588-A16588",69f090f4e4162d651b491718df7c5609fddee1d37b62ddf5af9b6b573c955597,O00000068,16588,42,29940000000000422994,16853,42,975150000000004297515,5,CandidateObservedUnique,ADMIT,154,154
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004633-LnInterior-S69-T16588-A16588",ce71805bc8425f859a805c960efafef1c5bec256fcc93dcd06552ace4db787d3,O00000069,16588,42,29940000000000422994,17206,43,87530000000000438753,2,CandidateNotObserved,ABSTAIN,157,157
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004638-LnInterior-S82-T19058-A19058",2d9087efd388e5c604ddfc73cab34c6e211e2eb49e7f189ed50b5fa7fdcd8bde,O00000082,19058,48,59790000000000485979,19352,49,347600000000004934760,6,CandidateNotObserved,ABSTAIN,193,193
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004640-LnInterior-S83-T19058-A19058",a10b9f33c94c4c0fe873fba41e13a987b000ad49a1ecb1417be1cfcaa6aa6dce,O00000083,19058,48,59790000000000485979,19676,50,17380000000000501738,1,CandidateNotObserved,ABSTAIN,196,196
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004645-LnInterior-S91-T20029-A20029",03428a4355dcbdc473495ec6366579891036077268b3d8711ff5684a1f01c292,O00000091,20029,51,073950000000005107395,20294,51,749700000000005174970,3,NoObservedRelation,ABSTAIN,206,206
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004647-LnInterior-S97-T25252-A25252",b359d4fb80309a76db102b6a9280c6eb89d0c796fb9031fc1b44d0e84877c79f,O00000097,25252,64,39260000000000643926,25301,64,517550000000006451755,5,CandidateNotObserved,ABSTAIN,235,235
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004649-LnInterior-S315-T37651-A37651",15dc336e3421863a4f072bd916d4ad1e2480b4da9af733d35b99a02fa85ca80f,O00000315,37651,96,010050000000009601005,38043,97,009650000000009700965,6,CandidateNotObserved,ABSTAIN,560,560
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004656-LnInterior-S1615-T112546-A112546",2584433a429e2a82a1de7c8033aef758e409c4a705ffc47ce5dd8a786ab0800e,O00001615,112546,286,99230000000002869923,112938,287,99190000000002879919,1,CandidateObservedUnique,ADMIT,2432,2432
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004657-LnInterior-S1615-T112938-A112938",dc748b55174cf895964156b38ba68f51cf7583f6ce46620aa0cc1d4b3eb8d782,O00001615,112938,287,99190000000002879919,113232,288,741600000000028874160,6,CandidateNotObserved,ABSTAIN,2438,2438
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004671-LnInterior-S2792-T176272-A176272",d4091df6f69449080c49da5231b5d688e50589cd386e8308636e36e9a700989a,O00002792,176272,449,49360000000004494936,176370,449,743500000000044974350,4,NoObservedRelation,ABSTAIN,4260,4260
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",2,"OP-00004681-LnInterior-S4442-T263698-A263698",c31db1d1c3be4e6e1a9e498cf4e92025306780ba3a0b75dee3421f5527174cd4,O00004442,263698,672,42990000000006724299,263818,672,73590000000006727359,4,NoObservedRelation,ABSTAIN,6268,6268
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004608-LnInterior-S1-T2117-A2117",77f7b1568c62967c4ffa822c0da0cf9c8ac9e4c4d6ceb0dd45b2eb98bc7aaaab,O00000001,2117,5,398350000000000539835,3088,7,87440000000000078744,5,CandidateNotObserved,ABSTAIN,19,19
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004609-LnInterior-S1-T2382-A2382",f005ff63348f32ef01991bea5b1ef0367f2c93337c7d712564ce6d9c75406aba,O00000001,2382,6,07410000000000060741,2647,6,749850000000000674985,5,NoObservedRelation,ABSTAIN,22,22
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004613-LnInterior-S22-T6617-A6617",b55d4b03fc0f0b0c113b68105260741d431cd0083a7b07b70b9112990e812d6a,O00000022,6617,16,873350000000001687335,6881,17,546550000000001754655,1,NoObservedRelation,ABSTAIN,49,49
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004614-LnInterior-S29-T7764-A7764",eb18840cebabe2af50f51cdee8ad27dbcae6500f7a93a8cadca2b2b9d68009f2,O00000029,7764,19,79820000000000197982,8029,20,473950000000002047395,5,CandidateObservedUnique,ADMIT,62,62
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004616-LnInterior-S35-T10588-A10588",1ccf4c26aa5a357a1bc2e9af0f4c5e25e1d8b9400c59db914cc3b171d9fde474,O00000035,10588,26,99940000000000269994,10852,27,67260000000000276726,0,CandidateNotObserved,ABSTAIN,83,83
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004618-LnInterior-S46-T12000-A12000",d5065140b05df480f8276da4406a3e0dc75dc3b4d133675dfc32eef5bf636941,O00000046,12000,30,60000000000000306,12265,31,275750000000003127575,4,CandidateNotObserved,ABSTAIN,98,98
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004623-LnInterior-S52-T13764-A13764",8628978c6c1c326be346dad8933c297bf8888479caa0501e79f273772b902f8a,O00000052,13764,35,09820000000000350982,15088,38,474400000000003847440,0,CandidateNotObserved,ABSTAIN,121,121
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004627-LnInterior-S60-T15088-A15088",4c66c17db9e4b753d7fb51d0f2c75a58ea05e1034bd19a00d0c13c1b7a255dea,O00000060,15088,38,47440000000000384744,15353,39,150150000000003915015,3,NoObservedRelation,ABSTAIN,135,135
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004629-LnInterior-S62-T15088-A15088",b9f94a067df5af61576dbf0901abfe0806bc8e5e8b190ad0df90be2c8442994d,O00000062,15088,38,47440000000000384744,16412,41,850600000000004185060,4,NoObservedRelation,ABSTAIN,138,138
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004637-LnInterior-S76-T17911-A17911",131089a363a75d634bd512481f799d1890af2199de9ffc3cb0f3ac2a9f33fcc7,O00000076,17911,45,673050000000004567305,18175,46,346250000000004634625,4,NoObservedRelation,ABSTAIN,167,167
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004640-LnInterior-S83-T19058-A19058",69c3c3e6227e96509bd6f5958eb3e6750ec403d75d9bdda3760cea8e18cefd0b,O00000083,19058,48,59790000000000485979,19322,49,271100000000004927110,6,CandidateNotObserved,ABSTAIN,182,182
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004645-LnInterior-S91-T20029-A20029",e5b39c092640fd1fda0044b199209072695b6be0637ba204d7677956468a3319,O00000091,20029,51,073950000000005107395,20293,51,747150000000005174715,0,NoObservedRelation,ABSTAIN,192,192
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004649-LnInterior-S315-T37651-A37651",15dc336e3421863a4f072bd916d4ad1e2480b4da9af733d35b99a02fa85ca80f,O00000315,37651,96,010050000000009601005,38043,97,009650000000009700965,6,CandidateNotObserved,ABSTAIN,563,563
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004654-LnInterior-S1376-T100053-A100053",7d15b6584e451b74b29a4f9129d29bfc319edde3613ca336c6ccac6b8f14a0a7,O00001376,100053,255,135150000000025513515,100102,255,260100000000025526010,1,CandidateNotObserved,ABSTAIN,2054,2054
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004656-LnInterior-S1615-T112546-A112546",277e449ceb96e1492ae21ba1a6a88e5a2c31a4e2c54233299280488bb0bf511b,O00001615,112546,286,99230000000002869923,112644,287,242200000000028724220,6,CandidateNotObserved,ABSTAIN,2388,2388
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004672-LnInterior-S2942-T188265-A188265",2f995af898161d6fd2834c1893fcfcc21412d6ebade0ec0ff6a4887ca221acee,O00002942,188265,480,075750000000048007575,188298,480,159900000000048015990,0,NoObservedRelation,ABSTAIN,4377,4377
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004673-LnInterior-S2942-T188340-A188340",41f4a1ece34dcfa0924a7413b0b81a4f1595c45031b75f4ecd84d0d44a46a013,O00002942,188340,480,2670000000000480267,188373,480,351150000000048035115,0,CandidateNotObserved,ABSTAIN,4383,4383
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004681-LnInterior-S4442-T263698-A263698",49adf2cd479110d70dc4fa177fb13523696ad22295aec0ca12c64d423bef1dba,O00004442,263698,672,42990000000006724299,263773,672,621150000000067262115,0,NoObservedRelation,ABSTAIN,6204,6204
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",3,"OP-00004683-LnInterior-S4443-T263796-A263796",6c3fe9ca83e7d20acaca8e6763c895f33ad973ff1a6faed3e69b273efd4b16ff,O00004443,263796,672,67980000000006726798,263916,672,98580000000006729858,6,NoObservedRelation,ABSTAIN,6210,6210
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004609-LnInterior-S1-T2382-A2382",644e59b63d29efd65da711589e7e2004b4f461adb94466119e7710f081e0eae9,O00000001,2382,6,07410000000000060741,3794,9,67470000000000096747,6,NoObservedRelation,ABSTAIN,20,20
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004610-LnInterior-S12-T4941-A4941",cd5feea165510c9e0425d3ea47142de8f05d9a32edded5b5ac0fe01354e21d42,O00000012,4941,12,599550000000001259955,5206,13,275300000000001327530,4,CandidateNotObserved,ABSTAIN,47,47
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004614-LnInterior-S29-T7764-A7764",eb18840cebabe2af50f51cdee8ad27dbcae6500f7a93a8cadca2b2b9d68009f2,O00000029,7764,19,79820000000000197982,8029,20,473950000000002047395,5,CandidateObservedUnique,ADMIT,66,66
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004616-LnInterior-S35-T10588-A10588",1ccf4c26aa5a357a1bc2e9af0f4c5e25e1d8b9400c59db914cc3b171d9fde474,O00000035,10588,26,99940000000000269994,10852,27,67260000000000276726,5,CandidateNotObserved,ABSTAIN,91,91
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004617-LnInterior-S35-T10853-A10853",6464bb8d1186a17d84b928ab64122afc67bcc87fab889483587ec7c35fc23f72,O00000035,10853,27,675150000000002767515,11118,28,350900000000002835090,5,NoObservedRelation,ABSTAIN,94,94
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004620-LnInterior-S47-T12000-A12000",87a3ba56821a63a46c63171e0b47c4da90d686e36a13316062e321167592bd99,O00000047,12000,30,60000000000000306,14029,35,773950000000003577395,3,CandidateNotObserved,ABSTAIN,109,109
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004619-LnInterior-S46-T12264-A12264",fb8a7f9a419d9c336ab0c28fed3da8d251da23b9c35b64d18522f62d91d5de68,O00000046,12264,31,27320000000000312732,12617,32,173350000000003217335,3,NoObservedRelation,ABSTAIN,112,112
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004624-LnInterior-S54-T13411-A13411",8fb79fea2dce3414bfa733d214772febc6e23c7e467b104788edd52d286a9b98,O00000054,13411,34,198050000000003419805,13676,34,873800000000003487380,2,CandidateObservedUnique,ADMIT,124,124
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004623-LnInterior-S52-T13764-A13764",d9280da2ac167c691176d9e70c7db1374c18248eb140ccc7a1c010925d6791c1,O00000052,13764,35,09820000000000350982,14029,35,773950000000003577395,1,CandidateObservedUnique,ADMIT,133,133
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004637-LnInterior-S76-T17911-A17911",aaa6b53b2762f04f0fab43c2bf7f5f99d1e2bcdd12503369212608fc7adf9af9,O00000076,17911,45,673050000000004567305,18264,46,57320000000000465732,4,NoObservedRelation,ABSTAIN,179,179
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004645-LnInterior-S91-T20029-A20029",020ca881d31b6f2e160f20cbb014d6a96b935a69912b44330982ef4e02f866ec,O00000091,20029,51,073950000000005107395,20479,52,221450000000005222145,3,NoObservedRelation,ABSTAIN,206,206
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004644-LnInterior-S91-T20509-A20509",7c51d94086ff14ad325a0857f74ffc35597c21a5e4534cdb7889da1b3d5c2787,O00000091,20509,52,297950000000005229795,20804,53,050200000000005305020,3,CandidateNotObserved,ABSTAIN,213,213
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004649-LnInterior-S315-T37651-A37651",facb7210b30f2bc4d859676a879b1fb2483b960a583ec15458fba4adbfc285a9,O00000315,37651,96,010050000000009601005,37847,96,509850000000009650985,6,CandidateNotObserved,ABSTAIN,577,577
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004656-LnInterior-S1615-T112546-A112546",34d7f04cee46c88e52652e67dc3371a096cbac0a71bb5dafda3a34f154e73c39,O00001615,112546,286,99230000000002869923,112621,287,183550000000028718355,6,CandidateNotObserved,ABSTAIN,2413,2413
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004657-LnInterior-S1615-T112938-A112938",b5fb82105f62d742d2e5ca39bfbc941621a1534cf267e6f2958c62ba817ae185,O00001615,112938,287,99190000000002879919,113428,289,241400000000028924140,4,CandidateNotObserved,ABSTAIN,2417,2417
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004670-LnInterior-S2792-T176174-A176174",c96b4dcf1f9c8affab497b4181cb71a1bbe864939444552b4f0d304daaa06f6d,O00002792,176174,449,24370000000004492437,176273,449,496150000000044949615,0,NoObservedRelation,ABSTAIN,4168,4168
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004672-LnInterior-S2942-T188265-A188265",2f995af898161d6fd2834c1893fcfcc21412d6ebade0ec0ff6a4887ca221acee,O00002942,188265,480,075750000000048007575,188298,480,159900000000048015990,5,NoObservedRelation,ABSTAIN,4355,4355
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",4,"OP-00004673-LnInterior-S2942-T188340-A188340",41f4a1ece34dcfa0924a7413b0b81a4f1595c45031b75f4ecd84d0d44a46a013,O00002942,188340,480,2670000000000480267,188373,480,351150000000048035115,0,CandidateNotObserved,ABSTAIN,4361,4361
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004609-LnInterior-S1-T2382-A2382",644e59b63d29efd65da711589e7e2004b4f461adb94466119e7710f081e0eae9,O00000001,2382,6,07410000000000060741,3794,9,67470000000000096747,6,NoObservedRelation,ABSTAIN,24,24
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004611-LnInterior-S12-T3529-A3529",53b44d4b67ffd9c94d5cf9b5e0a03f657861b4bbbd933e3b1e2b2f0dbc69ac6a,O00000012,3529,8,998950000000000899895,3794,9,674700000000000967470,0,CandidateNotObserved,ABSTAIN,39,39
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004613-LnInterior-S22-T6617-A6617",e92b4594583ea871fa98bc74d3f649fb7d17dfddcc22f48142657b79cd556710,O00000022,6617,16,873350000000001687335,6882,17,549100000000001754910,3,NoObservedRelation,ABSTAIN,61,61
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004614-LnInterior-S29-T7764-A7764",705baf873a622e9d0988d1c106f9ffadff782f0168348ef059752be78d564e2a,O00000029,7764,19,79820000000000197982,8735,22,274250000000002227425,6,CandidateNotObserved,ABSTAIN,74,74
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004616-LnInterior-S35-T10588-A10588",85222eef14b416138bf74315741c6bf49d82d857cf53193f9cb4655bb0604f97,O00000035,10588,26,99940000000000269994,12264,31,27320000000000312732,4,CandidateNotObserved,ABSTAIN,97,97
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004617-LnInterior-S35-T10853-A10853",7b52d0df2d500d514ca93eca36c18020fb873be68ac60495d91353db444da3db,O00000035,10853,27,675150000000002767515,11911,30,373050000000003037305,0,NoObservedRelation,ABSTAIN,100,100
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004630-LnInterior-S68-T16235-A16235",eee4bbaaf1cc7461ee76401c266f041d15b7ad9e0a3cea5bdc8820f48196732c,O00000068,16235,41,399250000000004139925,16500,42,075000000000004207500,2,CandidateObservedUnique,ADMIT,172,172
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004637-LnInterior-S76-T17911-A17911",131089a363a75d634bd512481f799d1890af2199de9ffc3cb0f3ac2a9f33fcc7,O00000076,17911,45,673050000000004567305,18175,46,346250000000004634625,4,NoObservedRelation,ABSTAIN,197,197
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004640-LnInterior-S83-T19058-A19058",dc7212ae3da0603e3d03b52d9ba8e0e35488f3dd533675820d920782829e0174,O00000083,19058,48,59790000000000485979,19323,49,273650000000004927365,6,CandidateObservedUnique,ADMIT,214,214
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",5,"OP-00004643-LnInterior-S90-T20029-A20029",97584df939be8e68dca5ab19ccc0dcbe398f51ee52dcc2e4d61cb6fb22aa1b70,O00000090,20029,51,073950000000005107395,20411,52,048050000000005204805,0,NoObservedRelation,ABSTAIN,223,223
